PointOfSale;Product;Date;Stock
121017;18110750200742;2019-07-04;15
121017;18110750200742;2019-07-05;15
121017;18110750200742;2019-07-06;15
121017;18110750200742;2019-07-07;15
121017;18110750200742;2019-07-08;15
121017;18110750200742;2019-07-09;15
121017;18110750200742;2019-07-10;15
121017;18110750200742;2019-07-11;15
121017;18110750200742;2019-07-12;15
121017;18110750200742;2019-07-13;15
121017;18110750200742;2019-07-14;15
121017;18110750200742;2019-07-15;15
121017;18110750200742;2019-07-16;15
121017;18110750200742;2019-07-17;15
121017;18110750200742;2019-07-18;15
121017;18110750200742;2019-07-19;15
121017;18110750200742;2019-07-20;15
121017;18110750200742;2019-07-21;15
121017;18110750200742;2019-07-22;15
121017;18110750200742;2019-06-01;15
121017;18110750200742;2019-06-02;15
121017;18110750200742;2019-06-03;15
121017;18110750200742;2019-06-04;15
121017;18110750200742;2019-06-05;15
121017;18110750200742;2019-06-06;15
121017;18110750200742;2019-06-07;15
121017;18110750200742;2019-06-08;15
121017;18110750200742;2019-06-09;15
121017;18110750200742;2019-06-10;15
121017;18110750200742;2019-06-11;15
121017;18110750200742;2019-06-12;15
121017;18110750200742;2019-06-13;15
121017;18110750200742;2019-06-14;15
121017;18110750200742;2019-06-15;15
121017;18110750200742;2019-06-16;15
121017;18110750200742;2019-06-17;15
121017;18110750200742;2019-06-18;15
121017;18110750200742;2019-06-19;15
121017;18110750200742;2019-06-20;15
121017;18110750200742;2019-06-21;15
121017;18110750200742;2019-06-22;15
121017;18110750200742;2019-06-23;15
121017;18110750200742;2019-06-24;15
121017;18110750200742;2019-06-25;15
121017;18110750200742;2019-06-26;15
121017;18110750200742;2019-06-27;15
121017;18110750200744;2019-07-03;12
121017;18110750200744;2019-08-17;10
121017;18110750200744;2019-08-18;10
121017;18110750200744;2019-08-19;10
121017;18110750200744;2019-08-20;10
121017;18110750200744;2019-08-21;10
121017;18110750200744;2019-08-22;10
121017;18110750200744;2019-07-27;9
121017;18110750200744;2019-07-28;9
121017;18110750200744;2019-07-29;9
121017;18110750200744;2019-07-30;9
121017;18110750200744;2019-07-31;9
121017;18110750200744;2019-08-01;9
121017;18110750200744;2019-08-02;9
121017;18110750200744;2019-08-03;9
121017;18110750200744;2019-08-04;9
121017;18110750200744;2019-08-05;9
121017;18110750200744;2019-08-06;10
121017;18110750200744;2019-08-07;10
121017;18110750200744;2019-08-08;10
121017;18110750200744;2019-08-09;10
121017;18110750200744;2019-08-10;10
121017;18110750200744;2019-08-11;10
121017;18110750200744;2019-08-12;10
121017;18110750200744;2019-08-13;10
121017;18110750200744;2019-08-14;10
121017;18110750200744;2019-08-15;10
121017;18110750200744;2019-08-16;10
121017;18110750200744;2019-07-23;8
121017;18110750200744;2019-07-24;8
121017;18110750200744;2019-07-25;8
121017;18110750200744;2019-07-26;8
121017;18110750200744;2019-06-28;12
121017;18110750200744;2019-06-29;12
121017;18110750200744;2019-06-30;12
121017;18110750200744;2019-07-01;12
121017;18110750200744;2019-07-02;12
121017;18110750200744;2019-07-04;12
121017;18110750200744;2019-07-05;12
121017;18110750200744;2019-07-06;12
121017;18110750200744;2019-07-07;12
121017;18110750200744;2019-07-08;12
121017;18110750200744;2019-07-09;12
121017;18110750200744;2019-07-10;12
121017;18110750200744;2019-07-11;12
121017;18110750200744;2019-07-12;11
121017;18110750200744;2019-07-13;8
121017;18110750200744;2019-07-14;8
121017;18110750200744;2019-07-15;8
121017;18110750200744;2019-07-16;8
121017;18110750200744;2019-07-17;8
121017;18110750200744;2019-07-18;8
121017;18110750200744;2019-07-19;8
121017;18110750200744;2019-07-20;8
121017;18110750200744;2019-07-21;8
121017;18110750200744;2019-07-22;8
121017;18110750200744;2019-06-01;12
121017;18110750200744;2019-06-02;12
121017;18110750200744;2019-06-03;12
121017;18110750200744;2019-06-04;12
121017;18110750200744;2019-06-05;12
121017;18110750200744;2019-06-06;12
121017;18110750200744;2019-06-07;12
121017;18110750200744;2019-06-08;12
121017;18110750200744;2019-06-09;12
121017;18110750200744;2019-06-10;12
121017;18110750200744;2019-06-11;12
121017;18110750200744;2019-06-12;12
121017;18110750200744;2019-06-13;12
121017;18110750200744;2019-06-14;12
121017;18110750200744;2019-06-15;12
121017;18110750200744;2019-06-16;12
121017;18110750200744;2019-06-17;12
121017;18110750200744;2019-06-18;12
121017;18110750200744;2019-06-19;12
121017;18110750200744;2019-06-20;12
121017;18110750200744;2019-06-21;12
121017;18110750200744;2019-06-22;12
121017;18110750200744;2019-06-23;12
121017;18110750200744;2019-06-24;12
121017;18110750200744;2019-06-25;12
121017;18110750200744;2019-06-26;12
121017;18110750200744;2019-06-27;12
121017;18110750200746;2019-07-03;11
121017;18110750200746;2019-08-17;11
121017;18110750200746;2019-08-18;11
121017;18110750200746;2019-08-19;11
121017;18110750200746;2019-08-20;11
121017;18110750200746;2019-08-21;11
121017;18110750200746;2019-08-22;11
121017;18110750200746;2019-07-27;11
121017;18110750200746;2019-07-28;11
121017;18110750200746;2019-07-29;11
121017;18110750200746;2019-07-30;11
121017;18110750200746;2019-07-31;11
121017;18110750200746;2019-08-01;11
121017;18110750200746;2019-08-02;11
121017;18110750200746;2019-08-03;11
121017;18110750200746;2019-08-04;11
121017;18110750200746;2019-08-05;11
121017;18110750200746;2019-08-06;11
121017;18110750200746;2019-08-07;11
121017;18110750200746;2019-08-08;11
121017;18110750200746;2019-08-09;11
121017;18110750200746;2019-08-10;11
121017;18110750200746;2019-08-11;11
121017;18110750200746;2019-08-12;11
121017;18110750200746;2019-08-13;11
121017;18110750200746;2019-08-14;11
121017;18110750200746;2019-08-15;11
121017;18110750200746;2019-08-16;11
121017;18110750200746;2019-07-23;11
121017;18110750200746;2019-07-24;11
121017;18110750200746;2019-07-25;11
121017;18110750200746;2019-07-26;11
121017;18110750200746;2019-06-28;11
121017;18110750200746;2019-06-29;11
121017;18110750200746;2019-06-30;11
121017;18110750200746;2019-07-01;11
121017;18110750200746;2019-07-02;11
121017;18110750200746;2019-07-04;11
121017;18110750200746;2019-07-05;11
121017;18110750200746;2019-07-06;11
121017;18110750200746;2019-07-07;11
121017;18110750200746;2019-07-08;11
121017;18110750200746;2019-07-09;11
121017;18110750200746;2019-07-10;11
121017;18110750200746;2019-07-11;11
121017;18110750200746;2019-07-12;11
121017;18110750200746;2019-07-13;11
121017;18110750200746;2019-07-14;11
121017;18110750200746;2019-07-15;11
121017;18110750200746;2019-07-16;11
121017;18110750200746;2019-07-17;11
121017;18110750200746;2019-07-18;11
121017;18110750200746;2019-07-19;11
121017;18110750200746;2019-07-20;11
121017;18110750200746;2019-07-21;11
121017;18110750200746;2019-07-22;11
121017;18110750200746;2019-06-01;11
121017;18110750200746;2019-06-02;11
121017;18110750200746;2019-06-03;11
121017;18110750200746;2019-06-04;11
121017;18110750200746;2019-06-05;11
121017;18110750200746;2019-06-06;11
121017;18110750200746;2019-06-07;11
121017;18110750200746;2019-06-08;11
121017;18110750200746;2019-06-09;11
121017;18110750200746;2019-06-10;11
121017;18110750200746;2019-06-11;11
121017;18110750200746;2019-06-12;11
121017;18110750200746;2019-06-13;11
121017;18110750200746;2019-06-14;11
121017;18110750200746;2019-06-15;11
121017;18110750200746;2019-06-16;11
121017;18110750200746;2019-06-17;11
